Data da opinião,Nota,Título,Conteúdo
ago. de 2021,4,otimo,"otimo hotel, fomos muito bem atendidos......  funcionarios maravilhosos...cafe da manha uma delicia  a unica resalva seria que os quartos poderiam ser um pouco maior. no mais o hotel é perfeito e o atendimento diferenciado!"
ago. de 2021,5,PERFEIÇÃO,"Excelente hotel, Estive no hotel com minhas irmãs e sobrinhas .Os funcionário são extremamente qualificado para atender todas as necessidades de sua estadia café da manhã extraordinário com grande variedades, além de vários mimos que recebemos fomos tratada como verdadeiras rainhas. Super recomendo voltarei com certeza outras vezes . Obrigada a toda equipe do Hotel Fioreze centro."
ago. de 2021,5,Experiência Excepcional,"Gostaria de agradecer a toda a equipe do Hotel Fioreze Centro, nunca havíamos tido uma recepção tão aconchegante, todos muito educados, um café da manhã de tirar o fôlego e um hotel 5 estrelas, continuem assim!"
ago. de 2021,3,Cordialidade dos colaboradores,"Durante os dois dias que eu e minha família, estivemos no hotel, fomos atendidos com muita educação e simpatia por todos os colaboradores (sem exceção). A experiência no hotel em termos de acústica foi péssima. Não conseguimos relaxar devido a barulhos internos externos. O quarto possuía alguns pontos de infiltração. Apesar disso, a limpeza no geral estava muito bem feita.  O café da manhã estava sensacional. Achei muito bacana o espaço - copa baby e o Coffe bar, toda estrutura à disposição dos clientes.    Alguns pontos isolados precisam de ajustes. De todo modo, a equipe está de parabéns pela excelência no atendimento."
ago. de 2021,5,Excelente atendimento em Gramado!,"Estivemos eu e a minha esposa em agosto de 2021 no Fioreze em Gramado e foi excelente do início ao fim da estadia. O staff é muito atencioso e educado, sempre disponíveis para qualquer situação. Café da manhã farto e muito saboroso e o quarto aconchegante e muito limpo! Nota 10, somente pontos positivos, nada para reclamar. Voltaremos com certeza."
ago. de 2021,5,Impecável,"Hotel top , começando pelos funcionários com suas delicadezas , atenção e simpatia, muito prestativos. Café da manhã maravilhoso , completo de tudo. Ficamos encantados com tanta gentileza…Recomendo muito"
ago. de 2021,5,Férias em família com um bebê em IA,Tivemos uma experiência ótima. Café da manhã excelente e acessível para o meu bebê na fase de introdução alimentar. Copa baby maravilhoosa que facilita a vida das mamães. Os funcionários todos educados e muito comprometidos. Quartos sempre limpos cheirosos. Um chocolate quente que aquece ate o coração 💓. Localização perfeita. RECOMENDADÍSSIMO
ago. de 2021,4,Local bom demais!!!!,"Adorei a localização; a acomodação é boa. Os funcionários estão de parabéns, muito atenciosos. Nos deram dicas de passeios e restaurantes muito bons. Café da manhã maravilhoso. Gostaria muito de voltar a Gramado e ficar no mesmo hotel."
ago. de 2021,5,O Melhor atendimento!!!,"Foram dias incríveis neste hotel!!! Aconchegante acomodação, café top demais e a equipe é super atenciosa e cortês. Nosso agradecimento especial ao Rafael, Felipe, Jocimar e ao Sr Wilson. Nos deixaram muito a vontade, e nos deram um tratamento que nunca tivemos em nenhum outro hotel do Brasil. Minha família e eu voltaremos com certeza"
ago. de 2021,5,Férias em família,"Hotel maravilhoso, excelente atendimento, localização privilegiada perto de tudo  Quarto aconchegante e ainda deixam mimos pra você quando você retorna dos passeios  Com certeza vou retornar e recomendo    Renata Costa  22/08/21"
ago. de 2021,5,"Hotel, atendimento e localização excelentes!","O Hotel é muito bom, limpo, café da manhã maravilhoso, o atendimento é fantástico! A localização é muito boa, fizemos tudo a pé, claro que para os passeios mais longe precisa usar o carro!  Mas o café da manhã e o atendimento, a cordialidade, é o que há de melhor.  Recomendo."
ago. de 2021,5,HOTEL APAIXONANTE,"Gostaríamos de agradecer o excelente tratamento que tivemos durante nossa permanência em Gramado, especificamente no Hotel Fioreze Centro. O hotel possui uma maravilhosa acomodação e uma excelente localização. Entretanto o ponto alto foi o serviço e a cordialidade que fomos tratados. Não gostaria de mencionar um ou outro nome, pois com certeza pecaria ao esquecer-me de alguém. Por isto parabenizo a todos sem exceção. Ao voltarmos a esta tão querida cidade, certamente procuraremos nos hospedar novamente em vosso estabelecimento. Muito obrigado! João Victhor Pantoja Benassuly Fialho e Marcelly Carvalho"
ago. de 2021,5,Atendimento do Hotel,"Hotel maravilhoso, amamos tudo. Localização proximo a tudo no Centro, atendimento da equipe, limpeza, cafe da manhã. Adoramos os mimos que recebemos. Só temos que agradecer tamanha receptividade. Super recomendamos. Com certeza indicaremos."
ago. de 2021,5,"""VOCÊS SÃO TODOS NOTA 10""...","Obrigada pela hospitalidade e por fazerem com que me sentisse sempre bem confortável. Quero agradecer a grande simpatia e profissionalismo de todos , principalmente da Sra.Zaira, Joyce, senhorito Felipe, mas todos vcs foram muito receptiveis."
ago. de 2021,5,"Melhor hotel que já me hospedei, estou apaixonada!","Esse hotel é simplesmente maravilhoso. Viajei com meu marido e filho de 1 ano, ficamos no quarto com varanda e vista para a avenida Borges de Medeiros (av. principal de gramado) e é difícil dizer se a vista é mais linda durante o dia ou à noite. O café da manhã é perfeito, muitas opções e tudo muito gostoso. A localização é excelente, perto de tudo, fiz todo o passeio do centro de gramado a pé. Agora o que mais me encantou no hotel são os funcionários. TODOS, repito TODOS são extremamente simpáticos, cordiais, educados, solícitos, gentis. Nossa, faltam palavras pra descrever. A vontade de voltar a Gramado é 50% pela cidade e 50% por esse hotel maravilhoso que me deixou morrendo de saudades. Gratidão a vocês por ter tornado essa viagem uma experiência incrível. Até logo!"
ago. de 2021,5,Hotel incrível,"A localização do hotel é perfeita por estar bem no centro da cidade, perto de vários restaurantes, bares e lojas. Além disso, a estrutura do hotel é ótima, com quartos confortáveis e ambientes limpos e arejados. Os funcionários sempre muito solícitos e educados, recebem muito bem e fazem nos sentirmos a vontade durante toda a estadia. Ótimo lugar para ficar em Gramado. Vale muito a pena!"
ago. de 2021,5,Maravilhoso!,"Perfeito. Atendimento dos funcionário maravilhoso todos simpáticos, muito preocupados com o meu bem estar, dispostos a ajudar, atenciosos, educados, fui muito bem tratada.Cafe da manha impecável! Hotel muito bonito, muito bem localizado no centro da cidade. Voltarei sem dúvidas! Só elogios!"
ago. de 2021,5,Sem palavras!,"Pessoal do hotel estão de parabéns! São atenciosos, educados e simpáticos. O local é confortável e familiar. Por estar localizado no centro, facilita muito os passeios e qualquer coisa que você precisar, está tudo perto. Voltarei, sem dúvidas. Pode ir sem medo."
ago. de 2021,5,Hotel incrível,"Adorei muito minha estadia, nunca havia ficado em um hotel com tantas pessoas educadas e prestativas.  Gramado é maravilhoso, o hotel foi perfeito e com uma localização incrível…  Com certeza recomendo este hotel para você que está pesquisando hotéis.    Tenho apenas a agradecer ao Fioreze!"
ago. de 2021,5,Melhor Hotel,"O hotel fioreze tem os melhores funcionários do mundo todos educado, simpático e amigo. Ficamos uma semana nesse hotel com o melhor café da manhã do mundo.  Com toda certeza iremos voltar e ficar novamente hospedados!! ♥️"
ago. de 2021,5,Experiência encantadora.,"Experiência simplesmente encantadora.    O hotel é novo, limpo e muito bem cuidado, tanto os quartos quanto as áreas comuns.    Tratamos com vários funcionários ao longo da estadia e todos eles, sem exceção, estavam claramente empenhados em nos receber bem. Fomos muito bem tratados e as instalações eram super confortáveis.    O café da manhã é incrível, principalmente as várias tortas doces recém saídas da cozinha, cada uma melhor que a outra hehehe.    Entretanto, a localização talvez seja o MELHOR aspecto desse hotel. Você já sai no centro de Gramado. É possível fazer tudo andando, de dia ou de noite. Conhecemos cada uma das ruas do centro com poucos minutos de caminhada.    Enfim, a experiência foi excelente. Ficamos muito satisfeitos. Não tenho como recomendar mais esse lugar.    Uma das melhores estadias que já tive, sem dúvida."
ago. de 2021,5,Hotel nota 1000,"Nos chamou muito a atenção o nível de excelência no atendimento, de TODAS as pessoas com quem tivemos contato no Hotel, em especial Rafael, Guilherme e Felipe. Equipe super educada, prestativa, sempre com sorriso no rosto e atenção à nós, e principalmente à minha filha. Hotel muito limpo, organizado, bem localizado. E pra fechar com chave de ouro, realizam um atendimento personalizado: fomos surpreendidos por não uma, mas duas vezes, com cartas escritas a mão, desejosos de nos garantir a melhor estadia possivel. Ficamos realmente encantados com o atendimento, que elevou nosso nível de busca daqui pra frente. Parabéns mesmo!  Fizemos questão inclusive de retribuir a carta a próprio punho, agradecendo a atenção e carinho."
ago. de 2021,5,Melhor hospedagem que já tive!,"Sem dúvidas uma das melhores hospedagens da minha vida, atendimento EXCEPCIONAL, o zelo, o trato com o cliente é absurdamente bom. Os quartos são bem limpos, apesar de não serem grandes, são bem aconchegantes, medida ideal na minha opinião. O Café da manhã é absurdo, simplesmente perfeito. É uma experiência de hospedagem em todos os sentidos! Indico totalmente!"
ago. de 2021,5,Hotel Fioreze Centro,"Hotel maravilhoso, com localização boa, equipe e recepção nota mil, muito educados e prestativos, café da manhã com várias opções e bem fresquinhas. Os quartos são bem confortáveis e a cama é ótima. AMEI!"
ago. de 2021,5,Melhor Hotelcentro,"Experiência maravilhosa, ótimo atendimento. Fez a minha viagem valer mais do que eu esperava. Uma recepção incrível e cheia de cuidados.  Sempre quando voltar irei procurar. Estou encantada com minha hospedagem no Fioreze centro❣️"
ago. de 2021,5,Super Atendimento e Simpatia,"Nunca fui tão bem atendido e cheio de mimos, obrigado e até uma próxima com certeza, desde a entrada até a saída tudo foi perfeito e com uma estadia justa comparada a outros que já fomos... todos está de parabéns... cozinha Master chefe... obrigado por tudo..."
ago. de 2021,5,EXCEPCIONAL,"Não tenham dúvida qto a qualidade do hotel. Além de estar situado no centro, proximo de tudo. Simplesmente encantada com todo atendimento (de todos os funcionários), limpeza, organização, decoraçao, café da manhã. Voces só acrescentaram no nossa viagem. Já queremos voltar."
ago. de 2021,5,Excelente atendimento,"Fui muito bem recebido no hotel, as acomodações são ótimas, chuveiros e e aquecedor muito bons. Café da manhã com muita variedade e qualidade. Tudo muito gostoso. O hotel está de parabéns pelos produtos sem lactose no café pra quem é intolerante"
ago. de 2021,5,Excepcional!,"Ótima localização pois da pra passear por todo o centro a pé, café da manhã com variedades e qualidade dos alimentos, quartos limpos e organizados. O maior diferencial do hotel são os colaboradores, todos extremamente educados e atenciosos. Indico a todos!!"
ago. de 2021,5,Perfeito!!!,"Tudo maravilhoso! Fico honrado por tamanha compaixão e carisma de todos! Recomendo a todas as pessoas, família e amigos que possam ter a oportunidade de se hospedar nesse hotel maravilhoso! Vocês vão ser tratados como Reis e rainhas."
ago. de 2021,5,Excelente!,"Simplesmente perfeito, indescritível! Todos os adjetivos são insuficientes para descrever a hospitalidade desse hotel, desde o atendimento na recepção até o check-out. A equipe é excepcional conta com profissionais altamente qualificados prontos p te auxiliar no que for necessário durante a estadia. Sensacional!"
ago. de 2021,5,Completo! Instalações e funcionários excelentes.,"Hotel com a melhor localização de Gramado (você sai direto na Borges de Medeiros), extremamente limpo, aconchegante, tudo funciona em perfeita harmonia: as instalações, os funcionários e o preço que é justo. Os funcionários são extremamente solícitos, ágeis e super simpáticos (sem ser invasivos). O café é muito diversificado e saboroso. Oferecem na recepção pequenos mimos como biscoitinhos, bolos, chá, café e até pinhão cozido. Há uma cozinha de apoio muito versátil com utensílios, taças, microondas, aquecedores de água, entre outros objetos úteis. Há ainda espaço fitness, kids, lareira e uma ""sala gaúcha"" bem simpática. Parabéns a todos!"
ago. de 2021,5,Maravilhoso,"Hotel maravilhoso, ótima localização, ambiente acolhedor, colaboradores super atensiosos, prestativos e educados.  Um delicioso café da manhã.  Nunca me senti tão bem recebida em um hotel.  Com certeza voltarei com minha família"
ago. de 2021,5,Excelente Hotel,"Excelente localização, excelente atendimento, café da manhã com bastante opções.  Quarto de tamanho bom para a proposta da viagem, acústica bom e excelente proteção térmica.  Dependências do hotel sempre muito limpas."
ago. de 2021,5,Excelente!,"Um dos melhores hotéis que já me hospedei. Os funcionários são extremamente educados e prestativos, em atenção ao funcionário Luigi que super interagiu com a minha filha pequena, fazendo ela se sentir a vontade. Quartos super aconchegantes e limpos. Café da manhã nota 10, comida muito gostosa, com muita variedade, inclusive com opções para quem tem restrições alimentares. Estrutura incrível e completa. Além do mais a localização é bem privilegiada, porque fica bem no centro e é perto das principais atrações da cidade. Com certeza voltaria novamente e indico para todos."
ago. de 2021,5,perfeito,"Hotel simplesmente humanizado, hospitalidade, conforto, atenciosos, cafe da manha excelente, o chá disponivel para os hospedades e visitantes perfeito com seus doces e salgados . pessoal da recepção nota MIL.  Em breve retornaremos novamente com mais grupos"
ago. de 2021,5,Melhor hotel,"O Hotel Fioreze Centro é sinônimo de excelência. Ótima localização, instalações novas e limpeza impecável (o cheirinho é maravilhoso). O atendimento impressionante, é encantador ver a sincronia de todos os funcionários e a leveza nos atendimentos, deixo meu agradecimento a todos, em especial a Guilherme, Rafael, Wilson, Filipe, que tivemos mais contato. O café da manhã é MARAVILHOSO. Sempre será minha primeira opção em Gramado e para indicações."
ago. de 2021,5,Lugar perfeito!,"Todos os funcionários são simpáticos e atenciosos, o Hotel procura atender as particularidades dos hóspedes! No café da manhã providenciaram leite vegetal p mim, e ovos fritos p meu marido! Todos fazem de tudo p nos sentirmos bem e felizes! A localização é excelente!"
ago. de 2021,4,Atendimento e ótimo custo benefício,"Atendimento de toda equipe é excepcional !  O café da manhã é muito bom, com produtos frescos e variados!  Super bem localizado.  O quarto é um pouco pequeno, e o aquecimento é via ar condicionado, o que me incomoda."
ago. de 2021,5,Avaliação excelente,"O hotel é bem centralizado, atendimento de alta qualidade, equipe atenciosa. Os cômodos muito confortável. O café da manhã com várias opções para saborear, sem falar da vista maravilhosa enquanto desfruta do café da manhã."
ago. de 2021,5,Melhor tratamento que tivemos em uma hospedagem,"Quartos limpos, arejados, ambiente familiar. Me senti em casa! A equipe do hotel é sensacional, sem excessão! A tia Zaira conquistou nossos corações com sua simpatia. O café da manhã é incrível, com destaque do apfelstrudel com nata! Aprendemos a fazer chimarrão com a equipe. Adoramos tudo, com certeza voltaremos e ficaremos no mesmo hotel. Recomendamos à todos!"
ago. de 2021,5,Hospedagem incrível,"Eu estou sem palavras para este hotel e toda a equipe que o compõe. São maravilhosos desde a chegada até a saída. Receptivos, educados, gentis, amigáveis, engraçados e todos os adjetivos positivos que houver !!! Eu e minha família ficamos encantados com tanto carinho. A equipe da cozinha tbm arrasam muito em todos os aspectos possíveis. Vocês são incríveis. Continuem sempre assim. Sempre que puder, estaremos nos hospedando no Fioreze. Obrigada!! ♥️"
ago. de 2021,5,Hospedagem e Atendimento,"Perfeição em atendimento e atenção aos hóspedes, encantador os mimos da recepção, as indicações de passeios. Os quartos por quaisquer que sejam os níveis escolhidos, todos muito bem atendidos quanto a suas disposições, um ponto não muito bom foi o fato de cobrarem o estacionamento por dia e não ter informações expostas.    Resumo muito TOP."
ago. de 2021,5,Viagem,"Hotel maravilhoso! Sem dúvidas o atendimento é o melhor, sem falar no café especial com a quantidade de opções… Obrigada por terem tornado o final de semana ainda mais maravilhoso!! Muitas estrelas para esse hotel! ❤️"
ago. de 2021,5,Simplesmente sensacional!,"Ficamos em um apto com dois quartos, dois banheiros cozinha e jacuzzi com uma distribuição maravilhosa, armários amplos,, mas a equipe do hotel consegue superar ainda tudo! Sempre atenciosos e prestativos, nos fizeram sentir em casa! Sem falar da ótima localização! Aconselho a todos!"
ago. de 2021,5,Vale muito a pena!,"Hotel com excelente localização, todos funcionários muito gentis, café da manhã farto e cheio de opções. Ambientes todos bem limpos. Adoramos os mimos na chegada e no check out também.    Ponto a melhorar: achamos a cama do quarto dura e travesseiros muito finos."
ago. de 2021,5,Felicidade Plena,"Desde a recepção até o último dia (foram 4), fomos muito bem recebidos por todos. O quarto é pequeno, mas aconchegante, limpo, cheiroso. Recebemos cartões de boas vindas, outros cartões ao longo de nossa estadia. O café da manhã é completo (tem o melhor chocolate quente da cidade). A lareira, com um bom vinho, é especial."
ago. de 2021,5,O melhor hotel onde já me hospedei,"Tudo são elogios para o Fioreze: Desde o mimo no quarto desejando boas vindas aos hóspedes até a arrumação impecável do hotel, sem contar o delicioso café-da-manhã, com muita qualidade e variedade (o cardápio muda diariamente), com destaque para o chocolate quente (dos melhores que provei na cidade!).  Outra vantagem é que é possível fazer praticamente tudo a pé a partir do hotel, até porque caminhar por Gramado é uma delícia.    Mas, sem dúvidas, o grande trunfo do hotel são os funcionários: Todos, sem exceção, extremamente gentis e agradáveis. Posso dizer com segurança que nunca fui tão bem tratada antes em lugar nenhum!    Equipe está mais que bem preparada para fazer sua hospedagem ser uma experiência maravilhosa.    Digo tranquilamente que é o melhor hotel onde já me hospedei (e olha que conheço muitos)."
ago. de 2021,5,Experiência maravilhosa,"Nunca ficamos em um hotel em que fomos tão bem tratados! Todos os funcionários eram extremamente educados e simpáticos, sempre abriam a porta do carro pra mim, corriam para nos receber à porta do hotel, nos recebiam com alegria no café da manhã e nos atendiam sempre com um sorriso no rosto (que a gente vê pelos olhos, porque todos usavam a máscara corretamente). Os quartos e todo o hotel é muito limpo e aconchegante, a cama é uma delícia e o café da manhã é perfeito. Pra melhorar, sempre tinha um café da tarde na recepção e ainda deixavam recadinhos fofos com doce no quarto. E na hora de ir embora ganhamos uma lembrança fofa: água pra viagem e uma palha italiana maravilhosa!  Se voltarmos pra Gramado, já sabemos qual será nossa escolha! Toda a equipe está de parabéns!"
ago. de 2021,5,Perfeição em tudo,"Sem palavras .  A estadia no Fioreze Centro contribuiu para que nossa primeira impressão de Gramado seja perfeita . Staff muito cordial e atencioso , hotel em perfeito estado, confortável e bonito , café da manhã variado e delicioso. E a localização é ideal - ao lado de tudo , bastam alguns passos.  Amamos tudo , e agradecemos a atenção dos colaboradores do Fioreze Centro."
ago. de 2021,5,Tudo Perfeito!,"Ficamos 4 diárias e fomos surpreendidos por um atendimento nota 10. Todos os funcionários extremamente gentis e prestativos. Café da manhã com muitas variedades e tudo muito saboroso. Quartos limpos, cama boa e chuveiro excelente. Localização otima. Super recomendamos! Ja fomos 4 vezes para Gramado e foi o melhor hotel que ja ficamos. Parabéns e vamos voltar sem dúvida."
ago. de 2021,5,Excelente!,"Ótima estadia, funcionários muito prestativos e educados! Hotel limpo e muito bem localizado! Adorei o cafezinho e chocolate quente com biscoitos na recepção… e a delicadeza dos mimos ofertados tanto no check in e check out!"
ago. de 2021,5,Atendimento excepcional,"Fiquei hospedada 3 dias com minha irmã e não temos absolutamente nada do que reclamar; pelo contrário, só elogios. Toda equipe muito atenciosa, cordial, educada. Indicarei para amigos e com certeza me hospedaria novamente em outras viagens para Gramado."
ago. de 2021,5,Receptividade espetacular!,"Equipe extremamente educada e solicita, superou todas as expectativas, um cuidado excepcional com os hóspedes. O Hotel é muito bem localizado, fizemos praticamente todos os passeios em Gramado andando, fica a 2 minutos a pé da Igreja de São Pedro e da Rua Coberta. Quarto e dependências limpos e muito bem organizados. E café da manhã perfeito! Tudo muito fresquinho. Sem contar o chocolate quente que é divino."
ago. de 2021,5,Ótimo!,"Todos muito receptivos! Chuveiro maravilhoso, cama gostosa e o melhor café da manhã!  Tudo muito organizado e limpinho.  Equipe super educada e atenciosa!  Sem contar a localização… perto de tudo que se precisa em uma viagem prazerosa!"
ago. de 2021,5,Atenção e carinho em todos os detalhes,"Tudo maravilhoso! Limpíssimo, confortável, café da manhã muito gostoso e variado. Mas o diferencial mesmo é o atendimento: mimos e delicadezas a todo momento. Nos sentimos amigos da casa. Foi o melhor atendimento em hoteis."
ago. de 2021,3,Boa localização/ quarto pequeno,"O hotel tem excelente localização, funcionários extremamente cordiais, limpo, café da manhã muito bom, porém o quarto é pequeno, mal cabe uma mala média. Cama confortável, banheiro limpo e justo. Sem luxo. Paga-se pela localização."
ago. de 2021,5,Mega Satisfeita,"Os funcionários são muito atenciosos (desde a recepção, até as camareiras e o pessoal da cozinha), café da manhã ótimo, localização excelente!  Fomos recebidos com muito carinho e não foi diferente na hora de ir embora! Passamos uma semana muito gostosa e quando voltarmos com certeza será no Hotel Fioreze Centro.  Obrigada a todos!"
ago. de 2021,5,Exelente,Tivemos uma excelente estadia os funcionários simpáticos carinhosos e muito atenciosos  Boa localização o ambiente limpo e organizado o serviço de quarto muito bom eu com certeza indico para os meu amigos
ago. de 2021,5,Melhor serviço de atendimento,"Excelente estrutura, melhor atendimento e café da manhã excepcional. Superou e muito as expectativas. Agradecimento especial para os funcionários Felipe e Guilherme que foram super cordiais e atenciosos."
ago. de 2021,5,Experiência incrível,"Desde a chegada, todos são incríveis, educados, prestativos, receptivos!!! Café da manhã maravilhoso, limpeza impecável, quartos aconchegantes…Eu e minha família ficamos realmente encantados!!! Quando chegava cansada dos passeios, um lanche maravilhoso nos esperando!"
ago. de 2021,5,Recepção 5 estrelas,"Atendimento e recepção dos funcionários é perfeita. Localização central que facilita muito. Estrutura, limpeza, e acomodações excelentes. Café da manhã com variedade tudo muito bom! Recomendo sem sobra de dúvidas"
ago. de 2021,5,espetacular,"Equipe espetacular, café da manhã nota 10, arrumação ótima, localização perfeita, com certeza voltarei, recepção com atendentes ótimos, tudo limpinho, banheiros e quartos bem limpinhos, adoramos o hotel."
ago. de 2021,5,Excelente,"Vou resumir! Excelente em tudo! Todos os funcionários, limpeza , quarto e sem falar a localização do hotel ! Parabéns! Em especial ao Felipe (eu acho)um jovem rapaz (recepciona as bagagens) muito gentil e muito seguro das informações repassadas. Voltaremos !"
ago. de 2021,5,Maravilhoso,"Hotel limpo, organizado, com uma equipe encantadora como a cidade de Gramado, colaboradores educados, simpáticos, acomodações limpas, café da manhã simplesmente maravilhoso, não vejo a hora de voltarmos."
ago. de 2021,5,Hotel Impecável,"Eu e meu esposo ficamos no Hotel Fioreze Centro e só temos elogios ao local. Fomos muito bem recepcionados, todos os funcionários, sem exceção, desde a portaria até as meninas da limpeza, muito simpáticos, atenciosos. As instalações todas funcionando perfeitamente, tudo bem novo. Limpeza impecável, café da manhã maravilhoso, farto e com muitas delícias. Localização privilegiada, recebemos mimos, água, café, chá, petiscos…melhor hotel que a gente se hospedou. Quero deixar meus agradecimentos a toda equipe, não vou recordar o nome de cada um, infelizmente, mas vocês fizeram a diferença nesses dias em que estivemos hospedados. Deixo meu agradecimento de coração a vcs. Amamos tudo! Não tem nenhum ponto que deixou a desejar, tudo impecável. Recomendo, indico, retornaremos em breve. Nota 1000. Fioreze Centro, o melhor!"
ago. de 2021,5,Hotel sensacional,"Hotel fantástico, funcionários extremamente dedicados nunca vi coisa parecida em hotéis. Recomendo para todos,o hotel está no centro perto de restaurantes atrações turística, E as diárias tem preço bom pelo serviço que oferece,certamente voltarei a me hospedar."
ago. de 2021,5,Excelente! Nos surpreendeu!,"Ficamos apenas 1 diária no Fioreze centro, pq já tínhamos feito reserva em outro hotel para os dias seguintes.  Não conhecia, mas me surpreendeu. Todo ano vamos a Gramado, e conhecemos vários outros hotéis, mas esse certamente será o que iremos ficar ano que vem. A gentileza de TODOS os funcionários é excepcional! Fomos extremamente bem tratados da hora que chegamos até nossa saída.  Excelente café da manhã. Muito variado.  Quarto novo, tamanho muito bom, banheiro bom. Tudo muito limpo e organizado. Oferecem um lanche da tarde. Este hotel é diferenciado. Localização EXCELENTE. Super recomendo!!"
ago. de 2021,5,Conhecer a Serra Gaucha,Atendimento impecável. Excelente localização. Café da manhã com boa variedade de opções. Acomodação muito boa com camas confortáveis. Realmente uma ótima opção para hospedagem em Gramado. Faz com que nos sintamos em casa.
ago. de 2021,5,Fiore centro,"Excelente receptividade, ótimo serviço, cordialidade de todos os funcionários, atendimento diferenciado, café da manhã maravilhoso, limpeza e organização impecável, super recomendamos. Foi uma excelente experiência."
ago. de 2021,5,Tudo impecável!,"Ótimo hotel, com ótimo serviço desde o momento enche entra até quando sai. Somente elogios! Café da manhã com muitas opções para todos os gostos, chuveiros ótimos e serviço 24 horas a disposição também muito bons."
ago. de 2021,5,Aniversário,"Muito top bem localizado, atendimento nota 1000 todos os colaboradores super simpáticos super solícitos, super recomendo!  Café da manhã delicioso, acomodação muito boa!  Parabéns ao Hoter Fioreze!  Obrigada pela recepção!"
ago. de 2021,5,Hospedagem,"Excelente atendimento e escolha. Fiorezi sem dúvidas é um complemento para uma viagem perfeita. Muito feliz pelo atendimento e carinho que possuem com os hóspedes.  Quem for para Gramado ou regiões, precisa se hospedar com eles."
ago. de 2021,5,Excelente!!!,"Hotel maravilhoso, limpeza impecável. Todos os funcionários muito educados, extremamente atenciosos! Café da manhã maravilhoso! Localização perfeita, perto de tudo! Tratam os hospedes com muito carinho. Adoramos e com certeza voltaremos!"
ago. de 2021,5,Melhor atendimento que ja recebemos no Brasil,"Hotel é ótimo. Café da manhã é muito completo e com grande variedade. Mas o que se destaca mesmo é a equipe. Todos extremamente simpáticos e disponíveis. Ficamos impressionados com a cordialidade, alegria e simpatia de todos!"
ago. de 2021,5,excelente,Excelente hospedagem e acomodações. Funcionários super atenciosos e educados. Café da manhã organizado e com grande variedade. Ficamos hospedados pela segunda vez e ficamos encantados cada vez mais com o tratamento recebido durante nossa estadia. Que vcs continuem nota 1000!
ago. de 2021,5,Melhor hotel,"Foi o melhor hotel que hospedei sem dúvidas. Desde a recepção que os funcionários são super educados e atenciosos, uma recepção muito aconchegante com uma lareira e sempre disponível um café, chá, água, com alguns petiscos para acompanhar. Além disso o hotel é super novo e cheiroso. A acomodação do quarto também muito boa. Com um chuveiro super quente, coberta quentinha e cheirosa, cama confortável. O café da manhã é simplesmente o melhor de todos. Variedade sem fim, para todos os gostos. Com certeza voltarei e ficarei nele sem duvidas. A localização do hotel nem precisa de carro. Simplesmente perto de tudo. Quero agradecer toda atenção e conforto que foi proporcionado durante minha estadia."
ago. de 2021,5,Amei!!!,"Hotel impecável. Somente elogios. Me senti a vontade, tipo casa de vó. Fazem de tudo por nós,com carinho, detalhistas e atenciosos, te surpreendem diariamente. Ótimas instalações, café da manhã espetacular, mas a equipe, não tenho nem palavras. Parece que já os conhecia de longa data. Em especial os que tive mais contato, Guilherme, Felipe e Zaira. São fantásticos. Todos os demais também são. Apesar do frio da cidade, me senti muito acolhida feliz neste hotel. Obrigada família fioreze. Sara e Guilherme."
ago. de 2021,5,Adorável!,"Ficamos alguns dias no hotel e foi uma experiência incrível!  Já fiquei em hotéis mais caros em Gramado que não tinha (nem de longe) a mesma hospitalidade.  A equipe é absolutamente solícita e agradável!  Nos recebem sempre com largos sorrisos e dão sempre dicas interessantes (seja sobre o tempo ou sobre comer strudel com nata rsrs).  Café da manhã maravilhoso, lanchinho com chocolate quente sempre à disposição no hall e a lareira seeempre quentinha para nos receber ao chegar da rua.  Estávamos no hotel no dia da neve e quero agradecer preferencialmente ao Rafa, que foi extremamente cuidadoso e paciente com minha filha, a Antônia. Buscou neve, fez boneco e tudo.  Rafa, Antônia se despediu de vc na noite anterior, mas saímos no sábado de manhã e ela ficou toda triste pq não o veria novamente.  Obrigada pelo carinho!"
ago. de 2021,5,Melhor hotel que eu me hospedei,"Hotel bem organizado, limpo e os funcionários são muito atenciosos. O café da manhã muito bem servido. A localização é ótima. Fica bem próximo dos principais pontos turísticos da cidade. Melhor escolha que fizemos."
ago. de 2021,5,Perfeito,"Hotel de alto nível com ótima localização.  Funcionários extremamente educados e atenciosos, com atendimento de excelência.  Ótima limpeza e conforto.  Café da manhã excelente, com organização e higiene.  Atenção particular para hóspedes, com alguns mimos q.fazem a diferença."
ago. de 2021,5,Hospedagem,"Atendimento excelente.  Todos funcionários muito atenciosos.  Wilson, Rafael, Josimar e Joyce.  Quartos bem limpinhos e aconchegantes, café da manhã top dos tops.  Chimarrão no ponto certo.  Super recomendo o Hotel Fiorese Centro."
ago. de 2021,5,Uma estadia excelente.,"Foram 3 dias muito bons. As instalações confortáveis, a limpeza primorosa. O time muito bem treinado. Profissionais de muita qualidade que zelam pelo acolhimento, pela atenção às necessidades dos hóspedes."
ago. de 2021,5,Ótimo conforto,"Hotel extremamente confortável e ótimo. Comida, localização e conforto são nota mil. A única coisa que me deixou chateada é que não me avisaram que cobrariam o estacionamento, e no final tive uma surpresa. Deveriam ter avisado antes que seria cobrado o estacionamento todos os dias."
